lon,lat,rayon,location,address,number,volume/each,comment,source
72.89404728,54.49203308,Азовский,Цветнополье (Цветнопольское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 3\1.pdf 
72.89667325,54.49330997,Азовский,Цветнополье (Цветнопольское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 3\1.pdf 
72.89917708,54.49139461,Азовский,Цветнополье (Цветнопольское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 3\1.pdf 
72.76222706,54.5557678,Азовский,Александровка,,1,,,docs\Азовский\Азово исход данные и конт площ\карта 10\1.pdf 
72.75880719,54.55714894,Азовский,Александровка,,1,,,docs\Азовский\Азово исход данные и конт площ\карта 10\1.pdf 
72.75251708,54.56015897,Азовский,Александровка,,1,,,docs\Азовский\Азово исход данные и конт площ\карта 10\1.pdf 
72.74653231,54.56309796,Азовский,Александровка,,1,,,docs\Азовский\Азово исход данные и конт площ\карта 10\1.pdf 
72.74048647,54.56550564,Азовский,Александровка,,1,,,docs\Азовский\Азово исход данные и конт площ\карта 10\1.pdf 
72.74439489,54.56231897,Азовский,Александровка,,1,,,docs\Азовский\Азово исход данные и конт площ\карта 10\1.pdf 
72.74695979,54.56100882,Азовский,Александровка,,1,,,docs\Азовский\Азово исход данные и конт площ\карта 10\1.pdf 
72.75123463,54.55902581,Азовский,Александровка,,1,,,docs\Азовский\Азово исход данные и конт площ\карта 10\1.pdf 
72.75532626,54.55707811,Азовский,Александровка,,1,,,docs\Азовский\Азово исход данные и конт площ\карта 10\1.pdf 
72.75960109,54.55534282,Азовский,Александровка,,1,,,docs\Азовский\Азово исход данные и конт площ\карта 10\1.pdf 
72.76167744,54.55424494,Азовский,Александровка,,1,,,docs\Азовский\Азово исход данные и конт площ\карта 10\1.pdf 
72.74299031,54.56037143,Азовский,Александровка,,1,,,docs\Азовский\Азово исход данные и конт площ\карта 10\1.pdf 
72.74555521,54.55948616,Азовский,Александровка,,1,,,docs\Азовский\Азово исход данные и конт площ\карта 10\1.pdf 
72.75166211,54.55647608,Азовский,Александровка,,1,,,docs\Азовский\Азово исход данные и конт площ\карта 10\1.pdf 
72.75489877,54.55435119,Азовский,Александровка,,1,,,docs\Азовский\Азово исход данные и конт площ\карта 10\1.pdf 
72.91010773,54.6059108,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.90795772,54.60816962,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.9055077,54.60982022,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.90355769,54.61109432,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.90330769,54.61274479,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.90150768,54.61254211,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.89760766,54.61529277,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.9046577,54.60486823,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.90340769,54.60675064,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.9048577,54.60706919,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.90255769,54.6082565,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.90070768,54.60848816,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.90190768,54.61013875,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.90110768,54.6103704,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.89790766,54.61048623,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.89475764,54.60869087,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.89245763,54.61352658,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
72.89210763,54.61465579,Азовский,Трубецкое (Александровское сельское поселение),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 16\1.pdf 
73.39780233,54.78866538,Азовский,Гауф (Гауфское сп),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 19\1.pdf 
73.39585232,54.78745451,Азовский,Гауф (Гауфское сп),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 19\1.pdf 
73.39290231,54.78768515,Азовский,Гауф (Гауфское сп),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 19\1.pdf 
73.3913523,54.78831942,Азовский,Гауф (Гауфское сп),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 19\1.pdf 
73.39520232,54.78439834,Азовский,Гауф (Гауфское сп),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 19\1.pdf 
73.39385231,54.78373518,Азовский,Гауф (Гауфское сп),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 19\1.pdf 
73.3924023,54.78350451,Азовский,Гауф (Гауфское сп),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 19\1.pdf 
73.39105229,54.78419651,Азовский,Гауф (Гауфское сп),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 19\1.pdf 
73.3919023,54.77897739,Азовский,Гауф (Гауфское сп),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 19\1.pdf 
73.38945229,54.77903506,Азовский,Гауф (Гауфское сп),,1,,,docs\Азовский\Азово исход данные и конт площ\карта 19\1.pdf 
,,Азовский,Кутамбет (Пришибское сп),,,,на картах ничего не видно,"docs\Азовский\Азово исход данные и конт площ\""карта 4.pdf"" "
73.33278181,54.74177328,Азовский,Кошкарево,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 5.pdf"" "
73.32723178,54.74139806,Азовский,Кошкарево,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 5.pdf"" "
73.32248175,54.74142692,Азовский,Кошкарево,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 5.pdf"" "
73.31823173,54.74333187,Азовский,Кошкарево,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 5.pdf"" "
73.32533177,54.74344732,Азовский,Кошкарево,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 5.pdf"" "
73.36275487,54.74919848,Азовский,Круч,,1,,есть повторяющиеся номера и точки без номеров,"docs\Азовский\Азово исход данные и конт площ\""карта 6.pdf"" "
73.36305487,54.74784213,Азовский,Круч,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 6.pdf"" "
73.37030491,54.75231502,Азовский,Круч,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 6.pdf"" "
73.36540488,54.74830387,Азовский,Круч,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 6.pdf"" "
73.3693549,54.75092992,Азовский,Круч,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 6.pdf"" "
73.37255492,54.75294984,Азовский,Круч,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 6.pdf"" "
73.37315492,54.75375778,Азовский,Круч,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 6.pdf"" "
73.37440493,54.7512762,Азовский,Круч,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 6.pdf"" "
73.3680549,54.74882332,Азовский,Круч,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 6.pdf"" "
73.37085491,54.74772669,Азовский,Круч,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 6.pdf"" "
73.36520488,54.74602397,Азовский,Круч,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 6.pdf"" "
73.10403756,54.50855606,Азовский,Кудук-Чилик (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 7.pdf"" "
73.10933759,54.50936887,Азовский,Кудук-Чилик (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 7.pdf"" "
73.11478762,54.5060014,Азовский,Кудук-Чилик (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 7.pdf"" "
73.12208766,54.5068433,Азовский,Кудук-Чилик (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 7.pdf"" "
73.05094512,54.43196779,Азовский,Пришиб (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 8.pdf"" "
73.05769515,54.43263671,Азовский,Пришиб (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 8.pdf"" "
73.0661452,54.43391635,Азовский,Пришиб (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 8.pdf"" "
73.06909522,54.43429442,Азовский,Пришиб (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 8.pdf"" "
73.07514525,54.43505054,Азовский,Пришиб (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 8.pdf"" "
73.06314518,54.4301064,Азовский,Пришиб (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 8.pdf"" "
73.07059523,54.43126978,Азовский,Пришиб (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 8.pdf"" "
73.07619526,54.43208413,Азовский,Пришиб (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 8.pdf"" "
73.00497296,54.4360493,Азовский,Сереброполье (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 9.pdf"" "
73.00477296,54.43418809,Азовский,Сереброполье (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 9.pdf"" "
73.011423,54.43381003,Азовский,Сереброполье (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 9.pdf"" "
73.01452301,54.43238497,Азовский,Сереброполье (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 9.pdf"" "
73.02327306,54.43418809,Азовский,Сереброполье (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 9.pdf"" "
73.02087305,54.43136704,Азовский,Сереброполье (Пришибское сп),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 9.pdf"" "
72.86441335,54.6745626,Азовский,Руслановка (Александровское сельское поселение),,1,,"тко, надпись не разборчиво, нужно ли переносить в др. слой?","docs\Азовский\Азово исход данные и конт площ\""карта 11.pdf"" "
72.85771899,54.67860076,Азовский,Руслановка (Александровское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 11.pdf"" "
72.85746898,54.67516053,Азовский,Руслановка (Александровское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 11.pdf"" "
72.86411902,54.67466905,Азовский,Руслановка (Александровское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 11.pdf"" "
72.97895507,54.624674,Азовский,Барсуковка (Александровское сельское поселение),,1,,"тко, надпись не разборчиво, нужно ли переносить в др. слой?","docs\Азовский\Азово исход данные и конт площ\""карта 12.pdf"" "
72.97960943,54.62458549,Азовский,Барсуковка (Александровское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 12.pdf"" "
72.9733594,54.62143017,Азовский,Барсуковка (Александровское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 12.pdf"" "
72.9734594,54.61928789,Азовский,Барсуковка (Александровское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 12.pdf"" "
,,Азовский,Березовка (Березовское сельское поселение),,,,"уточнить, нужно ли переносить розовые точки","docs\Азовский\Азово исход данные и конт площ\""карта 13.pdf"" "
72.90698402,54.76853347,Азовский,Сегизбай (Березовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 14.pdf"" "
72.91190599,54.77034614,Азовский,Сегизбай (Березовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 14.pdf"" "
72.91571565,54.77164545,Азовский,Сегизбай (Березовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 14.pdf"" "
72.91098833,54.76888638,Азовский,Сегизбай (Березовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 14.pdf"" "
72.91248995,54.76988095,Азовский,Сегизбай (Березовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 14.pdf"" "
72.91451992,54.76956013,Азовский,Сегизбай (Березовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 14.pdf"" "
72.91727288,54.77076321,Азовский,Сегизбай (Березовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 14.pdf"" "
72.91235091,54.76737844,Азовский,Сегизбай (Березовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 14.pdf"" "
72.91632742,54.76765116,Азовский,Сегизбай (Березовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 14.pdf"" "
72.91496484,54.76599879,Азовский,Сегизбай (Березовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 14.pdf"" "
72.91782903,54.7665282,Азовский,Сегизбай (Березовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 14.pdf"" "
72.92030392,54.76850138,Азовский,Сегизбай (Березовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 14.pdf"" "
,,Азовский,нет назв (карта 15),,,14,непонятно какой это нас.пункт,"docs\Азовский\Азово исход данные и конт площ\""карта 15.pdf"" "
73.09095425,54.63716082,Азовский,Бердянка (Азовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 16.pdf"" "
73.10228589,54.63848331,Азовский,Бердянка (Азовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 16.pdf"" "
73.10754477,54.64087455,Азовский,Бердянка (Азовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 16.pdf"" "
73.11111329,54.63940721,Азовский,Бердянка (Азовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 16.pdf"" "
72.91038137,54.67441059,Азовский,Ягодное (Азовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 17.pdf"" "
72.91897532,54.67835891,Азовский,Ягодное (Азовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 17.pdf"" "
72.91609518,54.67317499,Азовский,Ягодное (Азовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 17.pdf"" "
72.91391186,54.67056935,Азовский,Ягодное (Азовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 17.pdf"" "
73.02174892,54.63557926,Азовский,Южное (Азовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 18.pdf"" "
73.0202624,54.63044365,Азовский,Южное (Азовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 18.pdf"" "
73.02667303,54.63291743,Азовский,Южное (Азовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 18.pdf"" "
73.03011061,54.62829242,Азовский,Южное (Азовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 18.pdf"" "
73.03164358,54.63410049,Азовский,Южное (Азовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 18.pdf"" "
73.03582442,54.63447691,Азовский,Южное (Азовское сельское поселение),,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 18.pdf"" "
72.9453486,54.47439396,Азовский,д Роза Долина,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 20.pdf"" "
72.94479115,54.4706418,Азовский,д Роза Долина,,1,,,"docs\Азовский\Азово исход данные и конт площ\""карта 20.pdf"" "
71.40695194,54.65289946,Исилькульский,д Новодонка (Украинское сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05937720160120174052.pdf 
71.3276699,54.65504939,Исилькульский,с Украинка (Украинское сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05937820160120174112.pdf 
71.32655501,54.65279196,Исилькульский,с Украинка (Украинское сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05937820160120174112.pdf 
71.6366546,54.72568997,Исилькульский,с Ксеньевка (Баррикадское сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05937920160120174128.pdf 
71.6436295,54.71330214,Исилькульский,с Ксеньевка (Баррикадское сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05937920160120174128.pdf 
71.44123066,54.93923874,Исилькульский,п Боевой (Боевое сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05938020160120174145.pdf 
71.44174575,54.93889733,Исилькульский,п Боевой (Боевое сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05938020160120174145.pdf 
71.44848156,54.93573342,Исилькульский,п Боевой (Боевое сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05938020160120174145.pdf 
71.44879853,54.93637077,Исилькульский,п Боевой (Боевое сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05938020160120174145.pdf 
71.29899113,55.18788733,Исилькульский,с Медвежье (Медвежинское сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05938120160120174200.pdf 
71.29498927,55.18229983,Исилькульский,с Медвежье (Медвежинское сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05938120160120174200.pdf 
71.45035534,55.09630847,Исилькульский,с Новорождественка (Новорождественское сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05938220160120174219.pdf 
71.45930999,55.0933837,Исилькульский,с Новорождественка (Новорождественское сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05938220160120174219.pdf 
71.47591176,55.09798616,Исилькульский,с Новорождественка (Новорождественское сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05938220160120174219.pdf 
71.28463343,54.99049734,Исилькульский,с Солнцевка (Солнецевское сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05938320160120174250.pdf 
71.29624279,54.9900427,Исилькульский,с Солнцевка (Солнецевское сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05938320160120174250.pdf 
71.3028201,54.98676914,Исилькульский,с Солнцевка (Солнецевское сп),,1,,,docs\Исилькульский\Исилькульский конт площадки\карты схемы конт площадок А3\doc05938320160120174250.pdf 
71.07673439,54.7680126,Исилькульский,с Кромы (Каскатское сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.1291184,54.80058027,Исилькульский,с Каскат (Каскатское сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.04164269,54.88950687,Исилькульский,д Благовещенка (Лесное сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.04932942,54.88852693,Исилькульский,д Благовещенка (Лесное сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.09163814,54.99389041,Исилькульский,п Северный (Лесное сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.14708544,54.97046059,Исилькульский,п Лесной (Лесное сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.1482073,54.96778305,Исилькульский,п Лесной (Лесное сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.1480892,54.96720685,Исилькульский,п Лесной (Лесное сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.15420037,54.9683423,Исилькульский,п Лесной (Лесное сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.15490891,54.96705432,Исилькульский,п Лесной (Лесное сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.03246996,54.94463746,Исилькульский,д Рославка (Лесное сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.1427419,54.87445308,Исилькульский,п Комсомольский (Лесное сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.0188355,54.90370436,Исилькульский,жд рзд Юнино (Лесное сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.23480168,54.74841548,Исилькульский,д Кудряевка (Украинское сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.41756885,54.5853015,Исилькульский,д Мясники (Украинское сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.32445138,54.71357024,Исилькульский,д Ночка (Украинское сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.0504152,55.07386944,Исилькульский,с Первотаровка (Первотаровсакое казачье сп) ,,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.16943283,55.11939658,Исилькульский,д Сосновка (Первотаровское казачье сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
70.94996617,55.14760871,Исилькульский,д Емонтаево (Первотаровское казачье сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.62117923,54.81974601,Исилькульский,д Васютино (Баррикадское сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.46368652,54.79654948,Исилькульский,д Улендыкуль (Баррикадское сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
71.46576888,54.75910169,Исилькульский,д Новопетроград (Баррикадское сп),,1,,,"docs\Исилькульский\Исилькульский конт площадки\""карты-схемы конт площадок.pdf"" "
